respondent_id,graduate_id,age_group,highest_education_level,programming_level_before,programming_level_after,employment_before,employment_after,employment_type_before,employment_type_after,it_before,it_after,programmer_after,continued_studying,post_training_study_type,course,cohort,improved_job_profile,interested_job_opportunities
376,2473,25-34,Secondary Complete,Junior,Junior,Employed,Unemployed and Looking for Work,Self-employed,Own Business,False,False,False,True,Free University Education;Paid University Education;Free Quarterly Course,UX/UI Design,2021-1,Quite a Bit,False
377,1717,35-44,University Complete,Junior,Junior,Employed,Employed,Informal Worker,Employee,False,True,False,False,,UX/UI Design,2020-2,Not at All,False
378,967,35-44,Tertiary Incomplete,Junior,Junior,Unemployed and Not Looking for Work,Unemployed and Looking for Work,Own Business,Own Business,False,False,False,True,Paid University Education;Other,FullStack Python,2021-1,A Lot,True
379,2375,Under 25,Secondary Complete,Trainee,Junior,Employed,Employed,Own Business,Self-employed,False,False,False,True,Paid Quarterly Course;Free Annual Course,FullStack Python,2021-2,A Lot,True
380,2066,25-34,Postgraduate Complete,Trainee,Trainee,Employed,Employed,Own Business,Self-employed,False,False,False,True,Free University Education;Paid Quarterly Course,Testing QA,2020-2,A Lot,True
381,1732,25-34,University Incomplete,Trainee,Trainee,Unemployed and Not Looking for Work,Unemployed and Looking for Work,Self-employed,Self-employed,False,False,False,False,,FullStack PHP,2020-2,Quite a Bit,True
382,1454,25-34,Tertiary Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Employed,Employee,Informal Worker,False,False,False,False,,UX/UI Design,2020-2,A Lot,True
383,1571,Under 25,University Complete,Trainee,Trainee,Unemployed and Not Looking for Work,Employed,Self-employed,Self-employed,False,False,False,True,Paid Annual Course;Other,Testing QA,2020-2,Quite a Bit,True
384,1787,35-44,Secondary Complete,Junior,Junior,Employed,Retired,Employee,Informal Worker,False,False,False,False,,FullStack PHP,2022-1,A Little,True
385,184,35-44,Tertiary Incomplete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Own Business,Informal Worker,False,False,False,True,Free Quarterly Course,FullStack PHP,2021-1,A Lot,True
386,1836,25-34,University Complete,Junior,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Self-employed,Self-employed,False,False,False,False,,UX/UI Design,2020-2,Quite a Bit,True
387,2602,25-34,University Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Informal Worker,Own Business,True,False,False,True,Free University Education;Other,FullStack Python,2022-1,A Lot,False
388,805,45+,Postgraduate Incomplete,No Programming Knowledge,Trainee,Employed,Retired,Self-employed,Employee,False,False,False,False,,Big Data,2021-1,A Lot,True
389,989,Under 25,University Incomplete,No Programming Knowledge,Senior,Employed,Employed,Self-employed,Informal Worker,True,False,False,True,Free Annual Course;Free Tertiary Education,Big Data,2021-1,Quite a Bit,True
390,2754,Under 25,Secondary Complete,Junior,Semi Senior,Employed,Employed,Own Business,Informal Worker,False,True,True,True,Paid University Education;Other,Big Data,2021-2,A Lot,True
391,1780,35-44,University Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Self-employed,Own Business,False,False,False,False,,FullStack Java,2021-2,A Lot,True
392,1549,Under 25,University Incomplete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Employee,Own Business,False,False,False,True,Free Tertiary Education;Free Quarterly Course,FullStack PHP,2021-1,A Little,True
393,2910,35-44,University Complete,No Programming Knowledge,Trainee,Employed,Employed,Informal Worker,Employee,False,True,False,True,Paid Quarterly Course,FullStack Python,2020-2,Quite a Bit,True
394,1298,35-44,Secondary Incomplete,No Programming Knowledge,Junior,Unemployed and Looking for Work,Employed,Employee,Employee,False,True,True,True,Paid Quarterly Course;Paid Tertiary Education;Free Tertiary Education,Testing QA,2021-2,Quite a Bit,False
395,2279,25-34,University Incomplete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Employee,Employee,False,False,False,True,Paid Quarterly Course;Free University Education;Free Quarterly Course,Testing QA,2021-1,Quite a Bit,True
396,2107,35-44,Postgraduate Complete,No Programming Knowledge,Junior,Unemployed and Looking for Work,Employed,Self-employed,Self-employed,False,True,True,False,,Testing QA,2022-1,A Lot,True
397,100,35-44,University Complete,Trainee,Junior,Employed,Employed,Employee,Own Business,False,False,False,True,Other;Free University Education,FullStack Python,2020-2,Neutral,True
398,1956,25-34,University Complete,Junior,Junior,Unemployed and Looking for Work,Employed,Own Business,Self-employed,False,False,False,True,Paid Annual Course;Other,FullStack PHP,2022-1,A Lot,False
399,1855,25-34,University Complete,Trainee,Junior,Employed,Employed,Own Business,Employee,False,False,False,False,,UX/UI Design,2021-1,Neutral,True
400,2902,35-44,University Complete,Junior,Trainee,Unemployed and Looking for Work,Employed,Self-employed,Employee,False,False,False,False,,FullStack JavaScript / Node.js,2022-1,A Lot,False
401,263,45+,Tertiary Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Employee,Own Business,False,False,False,True,Free Annual Course;Free University Education,UX/UI Design,2021-1,A Lot,False
402,1018,35-44,University Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Informal Worker,Informal Worker,True,False,False,False,,FullStack Python,2021-1,Quite a Bit,False
403,498,45+,Postgraduate Complete,Semi Senior,Senior,Employed,Unemployed and Looking for Work,Employee,Informal Worker,False,False,False,False,,UX/UI Design,2021-1,Quite a Bit,True
404,2532,25-34,Secondary Complete,Junior,Junior,Employed,Employed,Own Business,Employee,False,False,False,True,Free Annual Course;Free University Education,UX/UI Design,2021-1,Quite a Bit,False
405,1544,Under 25,University Incomplete,Trainee,Junior,Unemployed and Looking for Work,Employed,Employee,Informal Worker,False,True,True,True,Free Quarterly Course;Paid Annual Course,Big Data,2021-2,Not at All,True
406,1143,Under 25,University Incomplete,Trainee,Trainee,Employed,Unemployed and Looking for Work,Employee,Employee,False,False,False,True,Paid Quarterly Course;Free University Education;Free Annual Course,Big Data,2021-1,A Little,True
407,2572,25-34,Tertiary Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Own Business,Informal Worker,False,True,True,False,,FullStack JavaScript / Node.js,2021-2,Neutral,False
408,2862,25-34,Secondary Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Own Business,Employee,False,False,False,False,,UX/UI Design,2020-2,A Lot,False
409,1352,25-34,University Incomplete,No Programming Knowledge,Junior,Employed,Employed,Informal Worker,Informal Worker,False,False,False,False,,FullStack PHP,2021-1,A Little,False
410,542,25-34,University Incomplete,Junior,Junior,Employed,Employed,Informal Worker,Self-employed,True,True,True,False,,FullStack Java,2022-1,Quite a Bit,False
411,2574,25-34,University Incomplete,Junior,Junior,Retired,Retired,Informal Worker,Own Business,False,False,False,True,Paid Tertiary Education;Free Annual Course;Free Quarterly Course,FullStack PHP,2020-2,Quite a Bit,True
412,2160,35-44,Secondary Incomplete,Semi Senior,Semi Senior,Employed,Employed,Employee,Informal Worker,False,True,True,True,Free Annual Course;Free University Education;Paid Annual Course,FullStack PHP,2021-1,Neutral,True
413,1859,25-34,Tertiary Complete,Junior,Junior,Employed,Employed,Own Business,Employee,False,False,False,True,Paid Quarterly Course;Paid Tertiary Education,FullStack Java,2020-2,Quite a Bit,True
414,2769,25-34,Secondary Complete,Junior,Junior,Unemployed and Looking for Work,Employed,Informal Worker,Own Business,False,False,False,True,Free Tertiary Education;Paid Tertiary Education,Big Data,2021-1,Neutral,True
415,75,25-34,University Incomplete,Trainee,Junior,Unemployed and Looking for Work,Unemployed and Looking for Work,Own Business,Informal Worker,False,False,False,False,,FullStack JavaScript / Node.js,2021-1,A Little,True
416,1748,Under 25,Tertiary Complete,Junior,Junior,Unemployed and Not Looking for Work,Unemployed and Looking for Work,Own Business,Employee,False,False,False,True,Paid University Education;Free Tertiary Education,UX/UI Design,2022-1,Quite a Bit,True
417,2457,35-44,University Complete,No Programming Knowledge,Junior,Retired,Retired,Informal Worker,Self-employed,False,False,False,False,,FullStack Java,2020-2,A Little,False
418,776,Under 25,Tertiary Complete,Junior,Semi Senior,Employed,Employed,Own Business,Informal Worker,False,True,False,True,Paid University Education;Paid Annual Course;Free University Education,FullStack PHP,2020-2,Quite a Bit,True
419,2978,25-34,Tertiary Complete,Junior,Trainee,Employed,Employed,Self-employed,Informal Worker,False,False,False,False,,UX/UI Design,2020-2,A Lot,True
420,2615,Under 25,Secondary Incomplete,No Programming Knowledge,Junior,Employed,Employed,Employee,Employee,False,False,False,True,Free Annual Course,UX/UI Design,2021-2,Quite a Bit,True
421,223,35-44,Secondary Incomplete,Junior,Junior,Employed,Employed,Informal Worker,Informal Worker,False,False,False,True,Other;Free Annual Course;Free Tertiary Education,FullStack Python,2021-2,A Little,True
422,1742,25-34,Postgraduate Incomplete,Junior,Semi Senior,Unemployed and Not Looking for Work,Employed,Employee,Own Business,False,False,False,True,Paid Quarterly Course;Paid Annual Course;Free Tertiary Education,FullStack PHP,2022-1,A Little,False
423,177,Under 25,University Incomplete,Junior,Junior,Unemployed and Looking for Work,Employed,Own Business,Own Business,False,False,False,False,,Testing QA,2020-2,A Lot,False
424,2024,25-34,Secondary Incomplete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Employed,Employee,Self-employed,False,True,False,False,,Big Data,2022-1,Neutral,True
425,1783,25-34,University Complete,Semi Senior,Semi Senior,Unemployed and Looking for Work,Employed,Informal Worker,Employee,False,False,False,True,Free Tertiary Education;Paid Quarterly Course;Paid Tertiary Education,FullStack Python,2021-1,A Lot,True
426,1876,Under 25,Secondary Complete,Trainee,Trainee,Employed,Employed,Self-employed,Own Business,False,True,True,True,Free Quarterly Course;Free University Education;Paid University Education,FullStack JavaScript / Node.js,2021-1,A Lot,True
427,1306,45+,University Complete,Trainee,Trainee,Unemployed and Looking for Work,Unemployed and Not Looking for Work,Employee,Informal Worker,False,False,False,False,,Big Data,2021-2,Neutral,True
428,1403,25-34,University Incomplete,Trainee,Trainee,Employed,Employed,Informal Worker,Employee,True,False,False,False,,Big Data,2021-1,Quite a Bit,False
429,1734,25-34,Secondary Incomplete,Semi Senior,Semi Senior,Unemployed and Looking for Work,Unemployed and Not Looking for Work,Self-employed,Self-employed,False,False,False,False,,FullStack JavaScript / Node.js,2021-1,A Little,False
430,2994,25-34,University Complete,Junior,Junior,Employed,Employed,Employee,Employee,False,False,False,True,Free Annual Course,FullStack Python,2021-1,Quite a Bit,True
431,1394,45+,Postgraduate Incomplete,Junior,Semi Senior,Employed,Employed,Self-employed,Informal Worker,True,True,False,False,,FullStack Python,2022-1,Not at All,True
432,1099,35-44,Tertiary Incomplete,No Programming Knowledge,Trainee,Employed,Employed,Own Business,Employee,False,False,False,True,Other;Free Annual Course;Paid Quarterly Course,FullStack JavaScript / Node.js,2022-1,Quite a Bit,True
433,2528,35-44,Tertiary Incomplete,Semi Senior,Semi Senior,Employed,Employed,Own Business,Informal Worker,True,False,False,False,,FullStack Python,2021-2,Quite a Bit,False
434,2564,25-34,Tertiary Incomplete,No Programming Knowledge,Trainee,Unemployed and Not Looking for Work,Unemployed and Looking for Work,Own Business,Informal Worker,False,False,False,False,,FullStack Java,2021-1,Neutral,False
435,1771,Under 25,University Incomplete,No Programming Knowledge,Junior,Employed,Employed,Self-employed,Own Business,False,False,False,True,Paid Quarterly Course;Free Quarterly Course,UX/UI Design,2021-2,A Lot,True
436,1630,Under 25,Secondary Complete,Trainee,Trainee,Employed,Employed,Own Business,Informal Worker,False,False,False,False,,FullStack PHP,2021-2,Quite a Bit,False
437,1238,35-44,Secondary Complete,Trainee,Junior,Retired,Retired,Informal Worker,Own Business,False,False,False,True,Free Quarterly Course;Other,Big Data,2022-1,A Little,False
438,1436,25-34,University Complete,Semi Senior,Semi Senior,Employed,Employed,Own Business,Informal Worker,True,True,True,True,Free Tertiary Education;Paid Quarterly Course,FullStack PHP,2020-2,A Lot,False
439,1411,35-44,University Complete,Junior,Junior,Employed,Employed,Self-employed,Own Business,False,False,False,True,Paid University Education;Free Quarterly Course,Big Data,2021-2,A Lot,False
440,2021,25-34,University Complete,No Programming Knowledge,Trainee,Employed,Employed,Self-employed,Employee,False,True,True,False,,Testing QA,2021-1,Not at All,False
441,2374,25-34,University Incomplete,Semi Senior,Junior,Employed,Employed,Own Business,Self-employed,False,True,True,False,,FullStack PHP,2021-1,A Little,True
442,436,Under 25,University Incomplete,Junior,Junior,Employed,Employed,Own Business,Informal Worker,True,True,True,True,Paid Tertiary Education,UX/UI Design,2021-1,Not at All,False
443,2353,Under 25,University Incomplete,Junior,Junior,Unemployed and Looking for Work,Unemployed and Not Looking for Work,Employee,Self-employed,False,False,False,True,Free Quarterly Course;Paid Tertiary Education;Free Tertiary Education,UX/UI Design,2020-2,Neutral,True
444,2345,Under 25,Secondary Complete,Trainee,Trainee,Employed,Employed,Employee,Own Business,False,True,True,True,Free Annual Course;Paid Tertiary Education;Free Tertiary Education,Big Data,2021-1,A Lot,True
445,370,Under 25,Tertiary Incomplete,Semi Senior,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Employee,Informal Worker,False,False,False,True,Free University Education;Paid University Education;Free Annual Course,UX/UI Design,2020-2,A Lot,False
446,918,35-44,University Complete,No Programming Knowledge,Trainee,Unemployed and Looking for Work,Unemployed and Looking for Work,Own Business,Informal Worker,False,False,False,True,Other;Free Annual Course;Free University Education,FullStack Java,2021-2,A Lot,True
447,1465,Under 25,University Incomplete,No Programming Knowledge,Junior,Employed,Unemployed and Looking for Work,Informal Worker,Self-employed,True,False,False,False,,FullStack JavaScript / Node.js,2021-2,Quite a Bit,False
